Totalsales;Travel To
525,34;No_Travel To
73,21;No_Travel To
590,36;No_Travel To
167,63;No_Travel To
104,04;No_Travel To
214,45;No_Travel To
171,58;No_Travel To
458,42;No_Travel To
484,89;No_Travel To
490,93;No_Travel To
452,04;No_Travel To
80;ROMA
53,1;GROTTAMMARE
97,8;No_Travel To
161,33;No_Travel To
139,03;No_Travel To
44,19;No_Travel To
80;ROMA
57,56;No_Travel To
114,79;No_Travel To
71;ROMA
333,46;No_Travel To
80;MONTEGROTTO TER
126;MILANO
253,13;No_Travel To
233,64;No_Travel To
276,65;No_Travel To
72,33;No_Travel To
138,45;No_Travel To
120,34;No_Travel To
172;TORINO
-172;TORINO
210;CAGLIARI
140;CAGLIARI
-210;CAGLIARI
1209;TRAPANI
235,92;No_Travel To
100;LAMPEDUSA
98;NOVARA
187,88;No_Travel To
225;MONTEGROTTO TER
75,36;No_Travel To
64,86;No_Travel To
285,97;No_Travel To
125,87;No_Travel To
138;ROMA
104;ROMA
524,15;No_Travel To
260;MANFREDONIA
255;FERRARA
82,15;No_Travel To
1209;TRAPANI
124,21;No_Travel To
128,69;No_Travel To
207;FERRARA
69;FERRARA
-207;FERRARA
2087,71;No_Travel To
360,84;No_Travel To
75;MONTEGROTTO TER
76,82;No_Travel To
403,62;No_Travel To
187,88;No_Travel To
354,35;No_Travel To
244,5;No_Travel To
499,14;No_Travel To
300;FERRARA
88,05;MILANO
207;FERRARA
-340;DOMODOSSOLA
60;GROSSETO
299,1;No_Travel To
139,96;No_Travel To
169,2;ROMA
84,6;ROMA
99,6;ROMA
-84,6;ROMA
179,73;No_Travel To
167,82;No_Travel To
209,79;No_Travel To
55;POTENZA PICENA
223,36;No_Travel To
100;CELANO
291;CINISELLO BALSA
58,21;No_Travel To
211,69;No_Travel To
198,52;No_Travel To
335,38;No_Travel To
275,88;VENEZIA
228,58;No_Travel To
195;ASTI
240,68;No_Travel To
184,4;No_Travel To
150;CELANO
-200;CELANO
50;CELANO
240,68;No_Travel To
180,51;No_Travel To
130;CELANO
189;CATANIA
252;CATANIA
240;CATANIA
498,15;No_Travel To
91;PISA
185,2;No_Travel To
83,91;No_Travel To
56,6;No_Travel To
430,76;No_Travel To
123,22;No_Travel To
201,6;SAN GIULIANO MI
170;FERRARA
131,86;No_Travel To
85,5;UDINE
-85,5;UDINE
67,54;No_Travel To
143,51;No_Travel To
334,49;No_Travel To
89,02;No_Travel To
80;SAN GIOVANNI IN
54;LUGO
134;TRIESTE
157,02;ROMA
331,27;No_Travel To
259,23;No_Travel To
67,5;BOLOGNA
60;TRIESTE
81,9;MILANO
91;PISA
80,3;No_Travel To
98,39;No_Travel To
88,05;MILANO
95;ALASSIO
240;LAMPEDUSA
140;CAGLIARI
-140;CAGLIARI
49,13;No_Travel To
124;PERUGIA
255;FERRARA
195;ASTI
70;MOENA
81,9;MILANO
88,24;LAIVES
93,98;LAIVES
124;PERUGIA
97;ROMA
80;MONTEGROTTO TER
150;LAMPEDUSA
66,6;MARGHERA
89,3;VENEZIA
-89,3;VENEZIA
89,1;ROMA
130,39;No_Travel To
87,82;ROMA
97;ROMA
-87,82;ROMA
136,36;No_Travel To
167,96;No_Travel To
195,2;PADUA
489,25;No_Travel To
209,9;No_Travel To
100;BARI
114;BARI
457,44;No_Travel To
269,44;No_Travel To
626,98;No_Travel To
335,27;BIRMINGHAM
393,3;BIRMINGHAM
105,74;PARIGI
1823,72;CAYENNE
104,43;FIUMICINO
180,74;PARIGI
1532,72;CAYENNE
136,39;FIUMICINO
66,79;MILANO
268,68;CAGLIARI
548,2;BORDEAUX
628,2;BORDEAUX
130,71;CAGLIARI
115;FIUMICINO
804,55;SEUL INCHEON
203,74;NIZZA
180,74;PARIGI
1532,72;CAYENNE
148,51;FIUMICINO
132,71;FIUMICINO
219,92;TRIESTE
221,95;FIUMICINO
381,69;CASABLANCA
395,41;BIRMINGHAM
393,3;BIRMINGHAM
105;TOLOUSE
309,92;BRUXELLES
229,46;COPENAGHEN
688,7;PARIGI
361,69;CASABLANCA
337,53;FIRENZE
203,74;NIZZA
132,71;FIUMICINO
130,71;FIUMICINO
132,71;FIUMICINO
132,71;FIUMICINO
132,71;CAGLIARI
130,71;FIUMICINO
56,79;FIUMICINO
598,2;BORDEAUX
132,71;CAGLIARI
548,2;BORDEAUX
132,71;CAGLIARI
130,71;CAGLIARI
348,92;BRUXELLES
130,71;CAGLIARI
66,79;MILANO
149,51;CAGLIARI
132,71;CAGLIARI
191,09;CAGLIARI
57,79;FIUMICINO
74,92;CAGLIARI
426,6;PARIGI
2187,72;CAYENNE
382,41;LAMEZIA TERME
521,31;TORINO
70,9;FIUMICINO
70,74;MARSEILLE
664,17;TOLOUSE
504,16;MILANO
598,2;BORDEAUX
668,2;BORDEAUX
488,2;BORDEAUX
132,71;CAGLIARI
130,71;CAGLIARI
486,92;BRUXELLES
132,71;CAGLIARI
132,71;CAGLIARI
268,74;BRUXELLES
115,52;BARI
130,71;CAGLIARI
367,81;SEUL INCHEON
709,12;KUALA LUMPUR
2653,21;KUALA LUMPUR
132,71;CAGLIARI
244,59;CATANIA
70,74;MARSEILLE
70,9;FIUMICINO
89,74;MARSEILLE
65,9;FIUMICINO
628,92;BRUXELLES
711,92;BRUXELLES
192,35;NIZZA
407,92;BRUXELLES
132,71;CAGLIARI
132,71;CAGLIARI
2192,84;PARIGI
1882,72;CAYENNE
137,74;BRUXELLES
203,49;FIUMICINO
132,71;CAGLIARI
132,71;CAGLIARI
132,71;CAGLIARI
132,71;CAGLIARI
767,88;CATANIA
70,9;FIUMICINO
70,74;MARSEILLE
132,71;CAGLIARI
132,71;CAGLIARI
204,59;CATANIA
230,59;CATANIA
113,59;CATANIA
160,15;CATANIA
132,71;CAGLIARI
110,74;PARIGI
209,11;FIUMICINO
358,92;BRUXELLES
125,13;PALERMO
157,96;LAMPEDUSA
132,71;CAGLIARI
132,71;CAGLIARI
130,71;CAGLIARI
125,13;PALERMO
157,96;LAMPEDUSA
-157,96;LAMPEDUSA
165,13;PALERMO
365,92;FIUMICINO
132,71;CAGLIARI
57,79;FIUMICINO
302,92;BRINDISI
759,32;MOMBASA
132,71;CAGLIARI
303,16;MILANO
521,31;TORINO
145,13;PALERMO
157,96;LAMPEDUSA
165,13;PALERMO
132,71;CAGLIARI
130,71;CAGLIARI
158,15;PALERMO
130,88;TREVISO
144,92;LAMEZIA TERME
328,48;TORINO
1555,38;MOMBASA
132,71;FIUMICINO
355,16;MILANO
132,71;CAGLIARI
57,79;MOMBASA
74,92;MOMBASA
1635,38;MOMBASA
227,35;NIZZA
148,85;PALERMO
157,69;LAMPEDUSA
229,48;COPENAGHEN
169,64;MARSEILLE
56,6;MARSEILLE
202,28;PARIGI
1443,72;CAYENNE
165,13;PALERMO
157,96;LAMPEDUSA
350,46;GENOVA
134,48;PARIGI
231,59;CATANIA
171,92;TRIESTE
201,95;FIUMICINO
998,49;NIZZA
-998,49;NIZZA
132,71;CAGLIARI
132,71;CAGLIARI
132,71;CAGLIARI
357,74;NIZZA
52,3;ROMA
52,3;NAPOLI
39,5;ROMA
39,5;NAPOLI
131,9;KUALA LUMPUR
137,71;LUDLOW
87,09;BIRMINGHAM
39,5;ROMA
39,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
125,15;PARAY VIEILLE P
91,9;PARAY VIEILLE P
395,04;SCHEVENINGEN
-395,04;SCHEVENINGEN
329;LACANAU
532,5;LE PIAN MEDOC
114,3;TORINO
114,3;ROMA
105,3;VENEZIA
105,3;ROMA
27,1;GROSSETO
91,9;PARAY VIEILLE P
22;ROMA
109,8;ROMA
22;MILANO
109,8;MILANO
-109,8;ROMA
-109,8;MILANO
109,8;ROMA
109,8;MILANO
64,5;ROMA
64,5;MILANO
358;DIEGEM
370;DIEGEM
-288;BRUXELLES
276;CASABLANCA
233,11;AGADIR
103,4;LUDLOW
52,3;ROMA
52,3;NAPOLI
85;TOULOUSE
317,28;TOULOUSE
284,48;BRUXELLES
1489,88;THE HAGUE
87;ROTTERDAM
5,8;DEN HAAG
166,5;PARIGI
238;CASABLANCA
222,71;AGADIR
109,8;MILANO
109,8;ROMA
109,8;ROMA
109,8;MILANO
14;FIUMICINO
56,87;CAGLIARI
441,05;LA TESTE DE BUC
329;LACANAU
52,3;ROMA
52,3;NAPOLI
14;FIUMICINO
14;ROMA
14;FIUMICINO
14;ROMA
14;FIUMICINO
14;ROMA
53,2;SALERNO
53,2;ROMA
10,64;SALERNO
10,64;ROMA
-53,2;SALERNO
-53,2;ROMA
39,5;SALERNO
39,5;ROMA
53,2;SALERNO
53,2;ROMA
52,3;ROMA
52,3;NAPOLI
34,5;ROMA
34,5;NAPOLI
52,3;ROMA
52,3;NAPOLI
55;NAPOLI
52,3;ROMA
50;No_Travel To
52,3;NAPOLI
52,3;ROMA
3,5;MONTELUPO/CAPRA
54,2;ROMA
3,5;FIRENZE
100,8;FIRENZE
10,46;ROMA
-52,3;ROMA
4,5;FIRENZE
134;PARAY VIEILLE P
52,3;ROMA
52,3;NAPOLI
224,41;AIX EN PROVENCE
474,08;TOULOUSE
109,8;ROMA
109,8;MILANO
21,96;ROMA
21,96;MILANO
-109,8;ROMA
-109,8;MILANO
723,48;MENDOZA
-565,73;MENDOZA
435;LA TESTE DE BUC
525;LE PIAN MEDOC
650;LE PIAN MEDOC
219;BRUXELLES
78,9;ROMA
88,9;PADOVA
86,99;FIUMICINO
224,41;AIX EN PROVENCE
329,85;AIX EN PROVENCE
16,31;PARIGI
3,5;MONTELUPO/CAPRA
54,2;ROMA
3,5;FIRENZE
60,3;FIRENZE
4,5;FIRENZE
110;NAPOLI
110;ROMA
114;BRUXELLES
109,8;MILANO
109,8;ROMA
109,8;ROMA
109,8;MILANO
39,5;ROMA
39,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
108;LA SEYNE SUR ME
-108;LA SEYNE SUR ME
109,8;MILANO
109,8;ROMA
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
42,8;NAPOLI
817,09;MENDOZA
723,48;MENDOZA
131,4;ALGHERO
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
105,3;VENEZIA
105,3;ROMA
39,5;ROMA
39,5;NAPOLI
54,2;FIRENZE
54,2;ROMA
52,3;ROMA
52,3;NAPOLI
54,2;FIRENZE
54,2;ROMA
123,5;PARAY VIEILLE P
236,77;PARIGI
84,55;PARAY VIEILLE P
618,84;KOUROU
113,59;FIUMICINO
110;ROMA
110;ROMA
52,3;ROMA
52,3;NAPOLI
89,09;VENEZIA
85,56;NAPOLI
54,9;ROMA
54,9;NAPOLI
45,9;PISA
60,3;ROMA
8,4;FIRENZE
18,2;VERONA
-90,9;VERONA
18,2;ROMA
-90,9;ROMA
224,39;AIX EN PROVENCE
45;TRENTO
94,5;BOLOGNA
81,9;FOGGIA
45;BOLOGNA
45;TRENTO
94,5;BOLOGNA
109,8;MILANO
109,8;ROMA
105,2;PARAY VIEILLE P
893,72;CAYENNE
256;BRUXELLES
105,3;VENEZIA
105,3;ROMA
102,9;FERRARA
4,75;FERRARA
81;BOLOGNA
81;NAPOLI
14,9;BOLOGNA
52,3;ROMA
52,3;NAPOLI
72;BOLOGNA
54;MILANO
122;ROMA
175,74;No_Travel To
72;BARI
72;ROMA
109,8;ROMA
109,8;MILANO
2968,91;MALINDI
3287,01;MALINDI
9436,9;MALINDI
97,64;No_Travel To
-97,64;No_Travel To
90,14;No_Travel To
-90,14;No_Travel To
401,36;PALERMO
108,9;MILANO
68,9;ROMA
3,85;No_Travel To
93,6;ROMA
93,6;GENOVA
93,6;ROMA
93,6;GENOVA
52,3;ROMA
52,3;NAPOLI
115,94;NAPOLI
110;NAPOLI
110;ROMA
110;ROMA
45,9;NAPOLI
110;ROMA
110;ROMA
1823,45;MOMBASA
139,01;NOSARA
3,5;MONTELUPO/CAPRA
54,2;ROMA
3,5;FIRENZE
54,2;FIRENZE
4,5;FIRENZE
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
2,1;FIUMICINO
2,1;ROMA
96,28;LA SEYNE SUR ME
-96,28;LA SEYNE SUR ME
188,4;No_Travel To
80,1;MARSEILLE
109;AIX EN PROVENCE
52,3;ROMA
52,3;NAPOLI
1274,9;AIX EN PROVENCE
125,15;PARAY VIEILLE P
90,9;VERONA
90,9;ROMA
18,2;VERONA
-90,9;VERONA
18,2;ROMA
-90,9;ROMA
109,25;PARAY VIEILLE P
612,72;CAYENNE
122;ROMA
122;MILANO
94,28;LA SEYNE SUR ME
-94,28;LA SEYNE SUR ME
109,8;ROMA
109,8;MILANO
109,8;ROMA
109,8;MILANO
109,8;MILANO
109,8;ROMA
896,44;No_Travel To
702;No_Travel To
44;GROSSETO
162,21;No_Travel To
667,05;No_Travel To
178;TORINO
801,52;No_Travel To
49;GROSSETO
400,68;No_Travel To
334,57;No_Travel To
53,1;ROMA
-53,1;ROMA
106,2;ROMA
64;TRIESTE
686,72;No_Travel To
281,15;No_Travel To
372;No_Travel To
180,8;No_Travel To
560,7;FIRENZE
102,14;No_Travel To
540;MILANO
52,17;No_Travel To
113,33;No_Travel To
187,95;No_Travel To
112,44;No_Travel To
136,45;No_Travel To
426,88;No_Travel To
565,38;No_Travel To
300;FRASCATI
491,06;No_Travel To
443,6;No_Travel To
197,76;No_Travel To
389,81;No_Travel To
446,13;No_Travel To
321,21;No_Travel To
795,68;No_Travel To
249,5;ROMA
213,13;No_Travel To
130;CAGLIARI
265,67;No_Travel To
190,76;No_Travel To
73,71;No_Travel To
155;NAPOLI
115;NAPOLI
61,61;NAPOLI
-155;NAPOLI
76,36;No_Travel To
85;LAMEZIA TERME
164,37;No_Travel To
126,9;No_Travel To
60,5;No_Travel To
225,38;No_Travel To
178;MILANO
407,88;No_Travel To
60;GROSSETO
550,93;No_Travel To
568,27;No_Travel To
893,03;No_Travel To
156,6;ROMA
198,48;ROMA
88,34;No_Travel To
191,01;ROMA
143,73;ROMA
333,8;No_Travel To
57,35;No_Travel To
221;GIOIA DEL COLLE
94,77;No_Travel To
313,93;No_Travel To
435;MILANO
435;MILANO
462;MILANO
438,35;No_Travel To
132;MANFREDONIA
208,24;No_Travel To
197,01;ALGHERO
138;FERRARA
63,8;FIRENZE
370,04;No_Travel To
239,56;No_Travel To
238,76;No_Travel To
52,51;FIRENZE
36,87;No_Travel To
467,1;VENEZIA
-607,5;VENEZIA
171,56;No_Travel To
53,1;ROMA
460,09;No_Travel To
346,32;No_Travel To
270,28;No_Travel To
35;MONASTIER
99;TRIESTE
-35;MONASTIER
360;TARQUINIA
280;TARQUINIA
216;ASSEMINI
93,84;No_Travel To
102,97;No_Travel To
97,8;No_Travel To
177,34;No_Travel To
195,59;No_Travel To
209,79;No_Travel To
360;CATANIA
-108;CATANIA
191,21;No_Travel To
160;CATANIA
214,87;No_Travel To
412,18;No_Travel To
60;ROMA
198,51;No_Travel To
340;PISA
124;VERONA
75,2;TRENTO
-68;TRENTO
165,36;LA SPEZIA
146;SAN GENESIO ED
188;MODENA
142;CARDANO AL CAMP
244,5;No_Travel To
240,68;No_Travel To
176;MANFREDONIA
264,69;No_Travel To
248,4;MANFREDONIA
342,58;No_Travel To
183,99;CATANIA
256;CATANIA
200,01;CATANIA
216;CATANIA
70;ASSEMINI
79,76;No_Travel To
89;PISA
160;TIVOLI
120;LAMPEDUSA
150;LAMPEDUSA
225;LAMPEDUSA
-225;LAMPEDUSA
-150;LAMPEDUSA
187,2;COMO
120;MONFALCONE
89,02;No_Travel To
194,99;No_Travel To
178,03;No_Travel To
101,46;ROMA
59;IMOLA
69;NOVARA
-69;NOVARA
87,22;ROMA
156,6;ROMA
238,5;ROMA
-238,5;ROMA
198,48;ROMA
99,24;ROMA
-198,48;ROMA
291;CAGLIARI
120;NOVEGRO DI SEGR
239,52;No_Travel To
43,91;ROMA
85;TRIESTE
47,17;ROMA
87,99;No_Travel To
100;LAMPEDUSA
65;PERUGIA
212,4;ROMA
159,3;ROMA
145;ROMA
82,68;LA SPEZIA
132;MANFREDONIA
44;MANFREDONIA
60;GROSSETO
65;PERUGIA
243;CINISELLO BALSA
213;CINISELLO BALSA
-243;CINISELLO BALSA
62,48;LAIVES
48;TRENTO
94,03;No_Travel To
85;ROMA
85;ROMA
85;LAMEZIA TERME
99;ROMA
50;GIOIA DEL COLLE
124;NOVEGRO DI SEGR
221;GIOIA DEL COLLE
100;ROMA
217;CINISELLO BALSA
96;VENEZIA
70;LECCE
315,49;No_Travel To
200;LAMPEDUSA
59;VERONA
100;LAMPEDUSA
115;ARZACHENA
270;CATANIA
64;TRIESTE
458,67;No_Travel To
373,28;No_Travel To
418,92;BRUXELLES
132,62;FIUMICINO
132,71;CAGLIARI
272,92;FIUMICINO
332,93;VENEZIA
2103,72;CAYENNE
2550,72;CAYENNE
-2103,72;CAYENNE
74,92;CAGLIARI
153,08;PARIGI
2187,72;CAYENNE
274,96;VENEZIA
309,16;MILANO
142,67;GIACARTA
387,14;BORDEAUX
381,17;AMSTERDAM
688,7;PARIGI
232,16;MILANO
342,75;FIUMICINO
130,62;FIUMICINO
561,58;KONYA
132,62;FIUMICINO
132,71;FIUMICINO
-132,71;FIUMICINO
132,71;FIUMICINO
132,62;FIUMICINO
130,71;FIUMICINO
132,71;FIUMICINO
132,71;CAGLIARI
525,25;BORDEAUX
305,95;CAGLIARI
132,62;FIUMICINO
-132,62;FIUMICINO
132,71;CAGLIARI
-132,71;CAGLIARI
588,2;BORDEAUX
132,71;CAGLIARI
132,62;FIUMICINO
132,62;FIUMICINO
1733,56;ORLANDO
223,74;BRUXELLES
203,49;FIUMICINO
130,71;CAGLIARI
130,71;FIUMICINO
50;FIUMICINO
-73,92;FIUMICINO
132,71;CAGLIARI
132,62;FIUMICINO
132,62;CAGLIARI
326,11;CAGLIARI
143,18;FIUMICINO
334,45;LUXEMGOURG
295,23;LUXEMGOURG
373,54;BOLOGNA
132,71;CAGLIARI
407,44;NIZZA
387,14;BORDEAUX
315,63;MADRID
187,63;MADRID
-187,63;MADRID
1797,84;CAYENNE
132,71;FIUMICINO
130,62;FIUMICINO
561,58;KONYA
-130,62;FIUMICINO
74,83;CAGLIARI
761,58;MOMBASA
130,71;CAGLIARI
132,71;CAGLIARI
399,63;MADRID
132,62;FIUMICINO
130,71;CAGLIARI
50;CAGLIARI
-56,79;CAGLIARI
130,71;CAGLIARI
132,71;CAGLIARI
365,15;CATANIA
423,54;BOLOGNA
503,63;MADRID
130,71;CAGLIARI
197,74;BRUXELLES
175,02;FIUMICINO
232,16;MILANO
854,76;AMSTERDAM
132,71;CAGLIARI
-132,71;CAGLIARI
1634,43;WASHINGTON
261,16;FIUMICINO
254;MILANO
489,6;FRANCOFORTE
688,7;PARIGI
132,71;CAGLIARI
421,74;PARIGI
230,96;FIUMICINO
73,92;CAGLIARI
30;CAGLIARI
-73,92;CAGLIARI
132,71;CAGLIARI
132,71;FIUMICINO
534,91;CAIRO
352,74;BUDAPEST
628,92;BRUXELLES
360,16;NIZZA
299,35;NIZZA
261,41;LAMEZIA TERME
295,63;MADRID
132,71;FIUMICINO
132,71;CAGLIARI
-57,79;CAGLIARI
75,17;FIUMICINO
491,92;BRUXELLES
187,36;BARI
245,36;BARI
456,63;MADRID
131,76;AMSTERDAM
249,92;BARI
284,01;FIUMICINO
429,84;BRINDISI
132,71;CAGLIARI
223,41;LAMEZIA TERME
96,12;FIUMICINO
311,63;CASABLANCA
311,63;CASABLANCA
52,8;NAPOLI
184,84;BRINDISI
347,13;PALERMO
60;FIUMICINO
132,71;CAGLIARI
132,71;CAGLIARI
682,84;BRINDISI
132,71;CAGLIARI
184,84;BRINDISI
132,62;CAGLIARI
269,16;VENEZIA
132,71;CAGLIARI
236,13;PALERMO
157,96;LAMPEDUSA
512,63;MADRID
200,15;CATANIA
166,15;CATANIA
113,15;CATANIA
130,06;CATANIA
76,86;CATANIA
57,23;FIUMICINO
521,31;TORINO
363,74;BRUXELLES
282,18;FIUMICINO
295,23;LUXEMGOURG
324,45;LUXEMGOURG
145,13;PALERMO
157,96;LAMPEDUSA
328,33;CASABLANCA
200,38;CASABLANCA
136,96;FIUMICINO
132,71;CAGLIARI
132,71;CAGLIARI
132,71;CAGLIARI
263,13;PALERMO
157,96;LAMPEDUSA
132,71;FIUMICINO
132,71;FIUMICINO
132,62;FIUMICINO
115,31;BASILEA
213,92;BRINDISI
397,84;BRINDISI
521,31;TORINO
200,38;CASABLANCA
136,96;FIUMICINO
192,13;PALERMO
157,96;LAMPEDUSA
315,41;LAMEZIA TERME
130,71;CAGLIARI
190,59;CATANIA
191,66;BUDAPEST
323,6;FRANCOFORTE
478,6;FRANCOFORTE
-307,6;FRANCOFORTE
132,71;FIUMICINO
132,71;CAGLIARI
132,71;CAGLIARI
534,92;CAIRO
132,71;CAGLIARI
804,92;BRUXELLES
105,13;PALERMO
157,96;LAMPEDUSA
387,38;FIUMICINO
433,92;BRUXELLES
248;BRUXELLES
609,62;PARIGI
452,63;MADRID
77,74;NIZZA
90;PARIGI
525,25;BORDEAUX
334,95;CAGLIARI
141,62;MILANO
37,72;BORDEAUX
239,37;FIUMICINO
2795,28;MILANO
299,35;NIZZA
504;NIZZA
132,71;CAGLIARI
132,71;CAGLIARI
132,62;CAGLIARI
39,5;ROMA
39,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
74,5;VERONA
74,5;ROMA
39,5;ROMA
39,5;NAPOLI
435,06;PARIGI
86,2;PARAY VIEILLE P
-86,2;PARAY VIEILLE P
56,48;FIUMICINO
105,2;PARAY VIEILLE P
198;JAKARTA
-198;JAKARTA
685;LE PIAN MEDOC
-370;DIEGEM
31,5;BRESCIA
109,8;MILANO
31,5;BRESCIA
109,8;MILANO
-31,5;BRESCIA
-109,8;MILANO
52,3;ROMA
52,3;NAPOLI
42,8;ROMA
42,8;NAPOLI
8,56;NAPOLI
-42,8;NAPOLI
1369,8;THE HAGUE
114,3;TORINO
91,2;ROMA
767,91;KONYA
573,5;LE PIAN MEDOC
105,3;VENEZIA
105,3;ROMA
14;ROMA
580;LE PIAN MEDOC
14;FIUMICINO
14;ROMA
909,95;INDIALANTIC
14;FIUMICINO
14;ROMA
14;FIUMICINO
14;ROMA
14;FIUMICINO
14;ROMA
171,5;BRUXELLES
554,7;LUXEMBOURG
77,99;No_Travel To
40,8;No_Travel To
52,3;ROMA
52,3;NAPOLI
42,8;ROMA
42,8;NAPOLI
8,56;NAPOLI
-42,8;NAPOLI
52,3;ROMA
80;HYERES
63;NIZZA
52,3;NAPOLI
94,65;No_Travel To
134,41;No_Travel To
696,5;LE PIAN MEDOC
258;MADRID
66,09;ORLY
39,5;ROMA
39,5;BOLOGNA
767,91;KONYA
39,5;ROMA
39,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
39;BORDEAUX
258;MADRID
31,5;BRESCIA
109,8;MILANO
22,5;VERONA
90,9;ROMA
114,3;TORINO
114,3;ROMA
476;MADRID
225,5;No_Travel To
179,5;No_Travel To
517,53;ARLINGTON
52,3;ROMA
52,3;NAPOLI
8,4;PISA
54,2;FIRENZE
133;PARIGI
40,69;CIAMPINO
58;ROMA
58;BOLOGNA
482,12;CAIRO
49;FIUMICINO
49,52;FIUMICINO
110;NAPOLI
139,87;DIEGEM
109,38;LA SEYNE SUR ME
8;FIUMICINO
8;ROMA
90,38;LA SEYNE SUR ME
4,5;FIRENZE
4,5;EMPOLI
47,5;VENEZIA
54,2;FIRENZE
39,5;ROMA
39,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
42,8;ROMA
42,8;NAPOLI
258;MADRID
81,7;VENEZIA
81,7;ROMA
131,4;ALGHERO
39,5;ROMA
39,5;NAPOLI
42,8;ROMA
42,8;NAPOLI
8,56;NAPOLI
-42,8;NAPOLI
387;MADRID
39,5;ROMA
39,5;NAPOLI
128,7;NAPOLI
128,7;MILANO
42,8;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
74,5;VERONA
74,5;ROMA
84;THE HAGUE
290,46;TANGIER
291,49;TANGIER
42,8;ROMA
4,7;SALERNO
42,8;NAPOLI
44;SALERNO
-42,8;NAPOLI
137,7;TORINO
125,4;NAPOLI
185,15;TRIESTE
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
387;MADRID
81,9;FOGGIA
45;BOLOGNA
45;TRENTO
94,5;BOLOGNA
5,6;NAPOLI
10,5;BATTIPAGLIA
52,3;ROMA
52,3;NAPOLI
108,24;BRUXELLES
554,7;LUXEMBOURG
70,09;CASABLANCA
87,5;EL JADIDA
167,29;CASABLANCA
89,9;NAPOLI
74,9;MILANO
262,8;EL JADIDA
36,9;ROMA
32,9;NAPOLI
8,71;No_Travel To
14,4;BARI
-72;BARI
14,4;ROMA
-72;ROMA
104,4;TRENTO
104,4;ROMA
72;BARI
55,9;MILANO
34,9;ROMA
58;ROMA
58;BOLOGNA
110;LUTTERBACH
93,6;ROMA
26,1;GENOVA
109,8;MILANO
262,8;EL JADIDA
39,5;ROMA
39,5;NAPOLI
35,9;VENEZIA
59,9;ROMA
105,3;VENEZIA
105,3;ROMA
21,06;VENEZIA
21,06;ROMA
-105,3;VENEZIA
-105,3;ROMA
110;ROMA
110;ROMA
31,5;BRESCIA
109,8;MILANO
31,5;BRESCIA
109,8;MILANO
53;FIUMICINO
150;No_Travel To
276;No_Travel To
-150;No_Travel To
731,31;KELSTERBACH
31,5;BRESCIA
109,8;MILANO
109,8;ROMA
109,8;MILANO
1192;No_Travel To
468,11;CAIRO
175;BRUXELLES
110,49;BRUXELLES
139,5;BRUXELLES
139,5;BRUXELLES
31,5;BRESCIA
109,8;MILANO
476;MADRID
352,83;NAIROBI
58,14;NOSARA
31,5;BRESCIA
109,8;MILANO
630;LE PIAN MEDOC
203,98;MERIGNAC
238,64;No_Travel To
238,64;No_Travel To
-238,64;No_Travel To
100,28;LA SEYNE SUR ME
702;No_Travel To
896,44;No_Travel To
-896,44;No_Travel To
-702;No_Travel To
54,9;ROMA
54,9;NAPOLI
507,5;ROMA
248,4;MANFREDONIA
658,02;ROMA
300;MONTEGROTTO TER
65;GROSSETO
176,4;MANFREDONIA
65;GROSSETO
134,1;No_Travel To
58,57;No_Travel To
117;BRESCIA
205,6;No_Travel To
174,09;No_Travel To
674,61;No_Travel To
210;TORINO
70;VENTIMIGLIA
104,94;No_Travel To
97;NAPOLI
214,53;No_Travel To
252;ROMA
236,8;FRASCATI
507,5;ROMA
240,62;No_Travel To
286,25;ROMA
252;ROMA
109;CAGLIARI
51,48;No_Travel To
600;MESAGNE
142,8;BOLOGNA
1050,01;PADUA
-1050,01;PADUA
847,81;No_Travel To
149,28;No_Travel To
-1049,88;PADUA
600;MESAGNE
93,1;MANFREDONIA
-93,1;MANFREDONIA
72,53;No_Travel To
64,67;No_Travel To
75;GROSSETO
280,22;No_Travel To
109,91;No_Travel To
75;CAGLIARI
-75;CAGLIARI
117;BRESCIA
369,04;ROMA
405,96;ROMA
-405,96;ROMA
171,99;ROMA
52,8;ROMA
85,5;TORINO
271;MANFREDONIA
253,65;ROMA
810,22;No_Travel To
444,13;No_Travel To
159,72;CATANIA
142,8;BOLOGNA
109;CAGLIARI
78,29;No_Travel To
124,2;MANFREDONIA
356,7;PISA
200;ROMA
178,03;No_Travel To
248,4;MANFREDONIA
176,4;MANFREDONIA
239,3;No_Travel To
120;SAN GIOVANNI TE
276;ALGHERO
138;FERRARA
-138;FERRARA
124;LIVORNO
62,1;MANFREDONIA
140;TARQUINIA
69;MATERA
